codigo_unidad;nombre_unidad;codigo_organismo;nombre_organismo;region;comuna;oc_convenio_marco
1091;IX Región - Oficina Regional de la Araucania;6924;CORP NACIONAL FORESTAL;Región de la Araucanía;Temuco;4
1091793;INSTITUTO NACIONAL DE DESARROLLO SUSTENTABLE DE LA;1682711;INSTITUTO NACIONAL DE DESARROLLO SUSTENTABLE DE LA PESCA ARTESANAL Y A;Región de Valparaíso;Valparaíso;5
1092;XI Región - Oficina Regional de Aysén;6924;CORP NACIONAL FORESTAL;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;1
1093303;Administración de Fondos de Terceros;7177;INSTITUTO DE SALUD PUBLICA DE CHILE;Región Metropolitana de Santiago;Ñuñoa;1
1094080;DIVBIE - Almacén Militar del Ejército;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Santiago Centro;1
1096;Dirección de Aeropuertos - XII Región;7243;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región de Magallanes y de la Antártica;Punta Arenas;1
1099899;BIENES Y SERVICIOS;1688788;CENTRO SALUD MENTAL COMUNITARIA LOS ANDES;Región de Valparaíso;Los Andes;6
1107276;INTIHUASI;1175633;INIA;Región de Coquimbo;La Serena;7
1107282;REMEHUE;1175633;INIA;Región de los Lagos;Osorno;2
1107283;TAMELAIKE;1175633;INIA;Región Aysén del General Carlos Ibáñez del Campo;Aysén;1
1107527;Servicio de Bienestar de Salud;128889;I MUNICIPALIDAD DE SAN FABIAN;Región del Ñuble;San Fabián;1
1108338;Centro de Salud Cordillera Andina;1688783;CONSULTORIO GENERAL N°2 DE LOS ANDES;Región de Valparaíso;Los Andes;1
1109692;CENTRO DE FORMACION TECNICA ESTATAL DE MAGALLANES ;1700248;CENTRO DE FORMACION TECNICA ESTATAL DE MAGALLANES Y ANTARTICA CHILENA;Región de Magallanes y de la Antártica;Porvenir;2
1110404;SLEPCH - EE - Programa 02;1675210;SERVICIO LOCAL DE EDUCACION DE CHINCHORRO;Región de Arica y Parinacota;Arica;6
1111089;Agencia Nacional de Investigación y Desarrollo;7213;Comisión Nacional de Investigación Científica y Tecnológicas - CONICYT;;;3
1113265;UNIDAD DE COMPRAS;1703725;CENTRO DE FORMACION TECNICA DE LA REGION DE ANTOFAGASTA;Región de Antofagasta;Calama;1
1113403;SLEP Gabriela Mistral  P02;1675231;SERVICIO LOCAL DE EDUCACION PUBLICA DE GABRIELA MISTRAL;Región Metropolitana de Santiago;La Granja;1
1114708;SERVICIO DE BIENESTAR MUNICIPAL;128889;I MUNICIPALIDAD DE SAN FABIAN;Región del Ñuble;San Fabián;1
1116005;RED SECUNDARIA Y PEQUEÑOS AD Z SUR PUERTO MONTT;7202;DIRECCION GENERAL DE AERONAUTICA CIVIL;Región de los Lagos;Puerto Montt;4
1116007;RED SECUNDARIA Y PEQUEÑOS AD Z AUSTRAL;7202;DIRECCION GENERAL DE AERONAUTICA CIVIL;Región de Magallanes y de la Antártica;Punta Arenas;5
1121;Comisión Chilena del Cobre - COCHILCO;7075;Comisión Chilena del Cobre - COCHILCO;Región Metropolitana de Santiago;Santiago;2
1124;Unidad de Compra – Región de Coquimbo;6937;INSTITUTO DE DESARROLLO AGROPECUARIO;;;1
1126920;UNIDAD DE ADQUISICIONES;1717135;SERVICIO LOCAL DE EDUCACION PUBLICA DE COLCHAGUA;Región del Libertador General Bernardo O´Higgins;San Fernando;3
1126922;SERVICIO LOCAL DE EDUCACION PUBLICA DE LLANQUIHUE;1717137;SERVICIO LOCAL DE EDUCACION PUBLICA DE LLANQUIHUE;Región de los Lagos;Frutillar;40
1127;Unidad de Compra – Región de los Lagos;6937;INSTITUTO DE DESARROLLO AGROPECUARIO;Región de los Lagos;Puerto Montt;1
1133261;SERVICIO LOCAL DE EDUCACION PÚBLICA DE ATACAMA;1723291;SERVICIO LOCAL DE EDUCACION PÚBLICA DE ATACAMA;;;1
1133353;SECPLAC;117589;I MUNICIPALIDAD DE RAUCO;Región del Maule;Rauco;1
1134432;Direccion de Adquisiciones;119270;I MUNICIPALIDAD DE PUCHUNCAVI;Región de Valparaíso;Puchuncaví;11
1142;Ministerio del Interior - DPR Maule;7225;DELEGACIÓN PRESIDENCIAL REGIONAL DEL MAULE;Región del Maule;Talca;4
1147;IX Región -  Provincial Malleco;6924;CORP NACIONAL FORESTAL;;;1
1147293;Área de servicios generales y Adquisiciones;1736867;Fundación para la Innovación Agraria;Región Metropolitana de Santiago;La Reina;14
1151549;CENTRO DE FORMACIÓN TÉCNICA ESTATAL REGIÓN ARICA Y;1741019;CENTRO DE FORMACIÓN TÉCNICA ESTATAL REGIÓN ARICA Y PARINACOTA;;;1
1153624;Departamento Adquisiciones MN;1674041;SUBSECRETARIA DE RELACIONES ECONOMICAS INTERNACIONALES;Región Metropolitana de Santiago;Santiago;1
1154;Dirección General de Aguas - XI Región;7247;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;2
1154491;EFE Matriz;1743886;EMPRESA DE LOS FERROCARRILES DEL ESTADO;Región Metropolitana de Santiago;Santiago;1
1155683;XVI - OFICINA REGIONAL DE ÑUBLE;6924;CORP NACIONAL FORESTAL;Región del Ñuble;Chillán;2
1157;SAG - Región Metropolitana;6919;SERVICIO AGRICOLA Y GANADERO;Región Metropolitana de Santiago;Estación Central;2
1158;SAG - Antofagasta;6919;SERVICIO AGRICOLA Y GANADERO;Región de Antofagasta;Antofagasta;1
1159;SAG - Coquimbo;6919;SERVICIO AGRICOLA Y GANADERO;Región de Coquimbo;La Serena;4
1160;SAG - Bio Bio;6919;SERVICIO AGRICOLA Y GANADERO;Región del Biobío;Concepción;5
1161;SAG - Los Lagos;6919;SERVICIO AGRICOLA Y GANADERO;Región de los Lagos;Puerto Montt;1
1161266;Adquisiciones Contratos y Licitaciones;114395;I MUNICIPALIDAD DE TUCAPEL;Región del Biobío;Tucapel;1
1169482;Unidad Administradora del fondo de Garantía de Inf;6942;CORPORACION DE FOMENTO DE LA PRODUCCION;Región Metropolitana de Santiago;Santiago;1
1171142;HOSPITAL COMPLEJO ASISTENCIAL PADRE LAS CASAS;1759990;HOSPITAL COMPLEJO ASISTENCIAL PADRE LAS CASAS;Región de la Araucanía;Padre Las Casas;24
1171166;P02 SLEP ATACAMA;1723291;SERVICIO LOCAL DE EDUCACION PÚBLICA DE ATACAMA;Región de Atacama;Copiapó;2
1171326;CET Antofagasta;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de Antofagasta;Antofagasta;2
1172239;PROGRAMA 02;1722523;SERVICIO LOCAL DE EDUCACION PUBLICA DE VALPARAISO;Región de Valparaíso;Valparaíso;4
1172445;P02 SEP ATACAMA;1723291;SERVICIO LOCAL DE EDUCACION PÚBLICA DE ATACAMA;Región de Atacama;Copiapó;7
1172953;CET Cerrado CCP Colina 1;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región Metropolitana de Santiago;Colina;5
1173041;CET Arica 2;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;;;4
1173407;CET Vilcún;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de la Araucanía;Vilcún;1
1173409;CET Angol;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de la Araucanía;Angol;2
1173418;CET Cerrado CCP Temuco;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de la Araucanía;Temuco;3
1173426;CET Cerrado CDP Curacautín;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de la Araucanía;Curacautín;1
1173430;CET Osorno;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de los Lagos;Osorno;3
1173431;CET Concepción;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región del Biobío;Tomé;12
1173437;CET Cerrado CDP Puerto Aysén;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región Aysén del General Carlos Ibáñez del Campo;Aysén;1
1173444;CET Cerrado CPF Santiago;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región Metropolitana de Santiago;San Joaquín;11
1173445;CET Metropolitano;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región Metropolitana de Santiago;Santiago;1
1173446;CET Semiabierto Femenino de Santiago;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región Metropolitana de Santiago;San Joaquín;3
1173449;CET Cerrado CDP Talagante;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región Metropolitana de Santiago;Talagante;6
1173457;CET Cerrado CP Arica;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de Arica y Parinacota;Arica;1
1173463;CET La Pólvora;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de Valparaíso;Valparaíso;4
1173466;CET Putaendo;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de Valparaíso;Putaendo;1
1173472;CET Cerrado CCP Curico;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región del Maule;Curicó;7
1173473;CET Cerrado CCP Talca;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región del Maule;Talca;3
1173474;CET Cerrado CCP Linares;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;;;6
1173639;135-0;7055;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE TALAGANTE;Región Metropolitana de Santiago;Talagante;1
1173804;Programa  Mi Abogado Valdivia;7354;CORPORACION DE ASISTENCIA JUDICIAL DE LA REGION DEL BIO BIO;Región del Biobío;Concepción;2
1173805;Programa  Mi Abogado  Puerto Montt;7354;CORPORACION DE ASISTENCIA JUDICIAL DE LA REGION DEL BIO BIO;Región del Biobío;Concepción;1
1173807;Programa  Mi Abogado Coyhaique;7354;CORPORACION DE ASISTENCIA JUDICIAL DE LA REGION DEL BIO BIO;Región Aysén del General Carlos Ibáñez del Campo;Aysén;1
1173933;DIRECCION REGIONAL DE VALPARAISO;7011;SERVICIO NACIONAL DEL PATRIMONIO CULTURAL;Región de Valparaíso;Valparaíso;1
1174300;ATF 65 Janequeo;111875;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;Región del Biobío;Talcahuano;1
1175;Dirección Servicio Salud Araucanía Sur;7102;SERVICIO DE SALUD ARAUCANIA SUR;Región de la Araucanía;Temuco;2
1176812;P02 JUNJI ATACAMA;1723291;SERVICIO LOCAL DE EDUCACION PÚBLICA DE ATACAMA;Región de Atacama;Copiapó;1
1177296;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;Región Metropolitana de Santiago;Santiago;16
1178407;Estado Mayor General de la Armada;111875;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;Región de Valparaíso;Valparaíso;1
1178789;Jdo de Letras de Pitrufquen;7342;CORP ADMINISTRATIVA DEL PODER JUDICIAL;Región de la Araucanía;Pitrufquén;1
1179784;ID 1179784 - Centro Comunitario CECOSF;118627;CONSULTORIO GENERAL URBANO DR ALEJANDRO GUTIERREZ;;;2
1182102;Brigada de Inteligencia del Ejército - BINTE;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Santiago;4
1182705;FINANZAS;1771237;CENTRO DE FORMACIÓN TÉCNICA DE LA REGIÓN DE AYSÉN DEL GENERAL CARLOS I;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;5
1186229;Unidad de Compras Nivel Central;6960;SERVICIO DE REGISTRO CIVIL E IDENTIFICACION;Región Metropolitana de Santiago;Santiago;3
1189881;Corporación de Asistencia Judicial  Los Ríos;7354;CORPORACION DE ASISTENCIA JUDICIAL DE LA REGION DEL BIO BIO;Región de Los Ríos;Valdivia;2
1191;PROGRAMA BIBLIOREDES;7011;SERVICIO NACIONAL DEL PATRIMONIO CULTURAL;Región Metropolitana de Santiago;Santiago;1
1191382;SECPLAN-SALUD;84152;I MUNICIPALIDAD VALDIVIA;Región de Los Ríos;Valdivia;1
1191449;SUBDIRECCIÓN ARCHIVO NACIONAL DOS;7011;SERVICIO NACIONAL DEL PATRIMONIO CULTURAL;Región Metropolitana de Santiago;Santiago;7
1191730;Fondos No Afectos a Ley;1723291;SERVICIO LOCAL DE EDUCACION PÚBLICA DE ATACAMA;Región de Atacama;Copiapó;3
1195;Ilustre Municipalidad de Coyhaique;7071;I MUNICIPALIDAD DE COYHAIQUE;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;4
1195104;SECCIÓN COMPRAS;1783361;SERVICIO NACIONAL DE MIGRACIONES;Región Metropolitana de Santiago;Santiago;1
1197;I.N.D. REGION III;7216;INSTITUTO NACIONAL DE DEPORTES DE CHILE;;;1
1198;I.N.D. REGION V;7216;INSTITUTO NACIONAL DE DEPORTES DE CHILE;Región de Valparaíso;Valparaíso;1
1199;I.N.D.  REGION VII;7216;INSTITUTO NACIONAL DE DEPORTES DE CHILE;Región del Maule;Talca;3
1201;I.N.D. REGION XI;7216;INSTITUTO NACIONAL DE DEPORTES DE CHILE;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;8
1207912;DIRECCIÓN REGIONAL ARICA Y PARINACOTA;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;Región de Arica y Parinacota;Arica;3
1208066;ADMINISTRACIÓN DE CAMPUS;7147;UNIVERSIDAD DE TALCA;Región del Maule;Talca;2
1208094;DIRECCION REGIONAL COQUIMBO;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;Región de Coquimbo;La Serena;1
1208104;DIRECCION REGIONAL BIOBÍO;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;Región del Biobío;Concepción;1
1208106;DIRECCION REGIONAL LOS RIOS;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;Región de Los Ríos;Valdivia;4
1208107;DIRECCION REGIONAL LOS LAGOS;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;;;2
1208129;ADMINISTRACIÓN DIRECTA REGIÓN DEL BIOBÍO;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;Región del Biobío;Concepción;42
1208541;ADMINISTRACIÓN DIRECTA REGIÓN DE ARICA;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;Región de Arica y Parinacota;Arica;13
1208910;CFTE del BioBio;1796821;CENTRO DE FORMACIÓN TÉCNICA ESTATAL DE LA REGIÓN DEL BIOBÍO;Región del Biobío;Tirúa;1
1208983;ADMINISTRACIÓN DIRECTA REGIÓN DE VALPARAÍSO;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;Región de Valparaíso;Valparaíso;5
1208985;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;;;6
1209004;ADMINISTRACIÓN DIRECTA REGIÓN DEL MAULE;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;Región del Maule;Talca;2
1209395;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;Región de la Araucanía;Temuco;9
1209403;ADMINISTRACIÓN DIRECTA REGIÓN DE AYSEN;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;1
1210;Mineduc Administración IV Región;6958;SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA;Región de Coquimbo;La Serena;1
1210489;DEPARTAMENTO DE OPERACIONES;7259;SERVICIO DE SALUD DEL MAULE HOSPITAL DE PARRAL;Región del Maule;Parral;1
1210674;ADMINISTRACIÓN DIRECTA REGIÓN METROPOLITANA;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;Región Metropolitana de Santiago;Santiago;6
1211839;DEPARTAMENTO DE ABASTECIMIENTO;1799669;CORP MUNIC EDUC SALUD Y ATENCION;Región Metropolitana de Santiago;Puente Alto;21
1211992;Corporación Yunus;1799808;CORPORACIÓN YUNUS;Región Metropolitana de Santiago;Peñalolén;1
1212413;MUSEO NACIONAL DE HISTORIA NATURAL DOS;7011;SERVICIO NACIONAL DEL PATRIMONIO CULTURAL;Región Metropolitana de Santiago;Santiago;1
1213002;Departamento de Adquisiciones;1800773;CORP MUNICIPAL DE EDUCACION Y SAL;Región Metropolitana de Santiago;Pirque;6
1213444;Adquisiciones;1801205;CORP MUNICIPAL SAN FERNANDO PARA LA ATENCION MENORES Y LAS A DE E Y S;Región del Libertador General Bernardo O´Higgins;San Fernando;3
1214057;DEPARTAMENTO DE ADMINISTRACION Y FINANZAS;1801803;CORPORACION CULTURAL DE LA COMUNA DE LA PINTANA;Región Metropolitana de Santiago;La Pintana;1
1214069;Adquisiciones;1801813;CORP MUNICIPAL DE CONCHALI DE EDUCACION SALUD Y ATENCION DE MENORES;;;7
1214071;Gestión de Compras Publicas;1801817;CORPORACION MUNICIPAL PARA EL DESARROLLO CULTURAL DE TEMUCO;Región de la Araucanía;Temuco;4
1214102;Adquisiciones;1801848;CORP MUNICIPAL DE DESARROLLO SOCIAL DE PUDAHUEL;Región Metropolitana de Santiago;Pudahuel;12
1216058;Corporación Municipal de Curaco de Vélez;1803787;Corporación Municipal Curaco de Vélez;Región de los Lagos;Curaco de Vélez;1
1216062;Corporación Municipal de Lo Prado;1803791;Corporación Municipal de Lo Prado;Región Metropolitana de Santiago;Lo Prado;12
1216071;ADMINISTRACIÓN CENTRAL;1803800;CORP MUNICIPAL DE DESARROLLO SOCIAL DE LAMPA;Región Metropolitana de Santiago;Lampa;1
1216085;Adquisiciones;1803814;CORP MUNICIPAL PARA EL DESARROLLO SOCIAL;Región de Valparaíso;Villa Alemana;4
1216088;OPERACIONES;1803817;CORPORACION MUNICIPAL DE DEPORTES DE PUENTE ALTO;Región Metropolitana de Santiago;Puente Alto;1
1216090;Unidad de compra Finanzas;1803819;CORP CULTURAL DE LA MUNICIPALIDAD DE CURICO;Región del Maule;Curicó;1
1217436;SERVICIO DE BIENESTAR;7192;SUPERINTENDENCIA DE SERVICIOS SANITARIOS;Región Metropolitana de Santiago;Santiago;1
1218393;BIENES Y SERVICIOS;1802401;CONSULTORIO EXTERNO VALDIVIA;Región de Los Ríos;Valdivia;9
1219102;Defensoría del Contribuyente;1806732;Defensoría del Contribuyente;Región Metropolitana de Santiago;Santiago;4
1221016;Corporación de Desarrollo de La Reina;1808595;Corporación de Desarrollo de La Reina;Región Metropolitana de Santiago;La Reina;14
1221275;SERVICIO DE BIENESTAR;7086;AGENCIA CHILENA DE COOPERACION INTERNACIONAL PARA EL DESARROLLO;Región Metropolitana de Santiago;Santiago;1
1222283;Departamento de Finanzas y Adquisiciones;1809839;ACADEMIA NACIONAL DE ESTUDIOS POLITICOS Y ESTRATEGICOS;Región Metropolitana de Santiago;Providencia;2
1224953;Unidad de Compras Públicas;1812422;CORP MUNICIP ANCUD PARA LA EDUCAC SALUD;Región de los Lagos;Ancud;3
1224957;CMDS Nivel Central;1812426;CORP MUNICIPAL DE DESARROLLO SOCIAL DE NUNOA;Región Metropolitana de Santiago;Ñuñoa;7
1224976;CORPORACION MUNICIPAL DE DEPORTES Y RECREACION DE ;1812445;CORPORACION MUNICIPAL DE DEPORTES Y RECREACION DE TEMUCO;Región de la Araucanía;Temuco;1
1229788;Compras SAMU;7052;SERVICIO DE SALUD COQUIMBO;Región de Coquimbo;La Serena;1
1230760;Corporación Municipal de Desarrollo Social Los Muermos;1818087;CORPORACIÓN MUNICIPAL DE DESARROLLO SOCIAL DE LOS MUERMOS;Región de los Lagos;Los Muermos;1
1230851;CORPORACION MUNICIPAL DE CULTURA DE TALCA;1818181;CORPORACION MUNICIPAL DE CULTURA DE TALCA;;;1
1230861;Corporación Municipal del Deporte de Quinta Normal;1818190;CORP MUNICIPAL DEL DEPORTE QUINTA NORMAL;Región Metropolitana de Santiago;Quinta Normal;1
1231;Dirección Regional Aduana de Valparaíso;6952;SERVICIO NACIONAL DE ADUANAS;Región de Valparaíso;Valparaíso;1
1232366;PRORRECTORIA - USACH;212299;UNIVERSIDAD DE SANTIAGO DE CHILE;Región Metropolitana de Santiago;Estación Central;2
1232565;DIRECCIÓN DE GESTIÓN ESTRATÉGICA INSTITUCIONAL;7319;UNIVERSIDAD DE LA SERENA;;;8
1233;Dirección Regional Aduana Metropolitana;6952;SERVICIO NACIONAL DE ADUANAS;Región Metropolitana de Santiago;Santiago;1
1233600;CORP MUNICIPAL DE RENCA;1820898;CORP MUNICIPAL DE RENCA;Región Metropolitana de Santiago;Renca;5
1233607;P01 Slep Iquique casa central;1820906;Servicio Local de Educación Pública Iquique;;;1
1233613;Servicio Local de Educación Pública Magallanes;1820911;Servicio Local de Educación Pública Magallanes;Región de Magallanes y de la Antártica;Punta Arenas;16
1233615;Servicio Local de Educación Pública Aysén;1820914;Servicio Local de Educación Pública Aysén;;;39
1233616;Servicio Local de Educación Pública Punilla Cordil;1820915;Servicio Local de Educación Pública Punilla Cordillera;Región del Ñuble;San Carlos;5
1233619;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA MAULE COSTA;1820918;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA MAULE COSTA;Región del Maule;Cauquenes;13
1233623;Servicio Local de Educación Pública Licancabur;1820922;Servicio Local de Educación Pública Licancabur;Región de Antofagasta;Calama;3
1233822;CORPORACION MUNICIPAL DE DEPORTES Y RECREACIÓN DE ANTOFAGASTA;1821120;CORPORACION MUNICIPAL DE DEPORTES Y RECREACIÓN DE ANTOFAGASTA;Región de Antofagasta;Antofagasta;2
1234;Dirección Regional Aduana de Coyhaique;6952;SERVICIO NACIONAL DE ADUANAS;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;1
1236;I.N.D. REGION XV;7216;INSTITUTO NACIONAL DE DEPORTES DE CHILE;Región de Arica y Parinacota;Arica;5
1237328;SALUD CORPORACION MUNICIPAL DE PUNTA ARENAS;1820891;CORP MUNICIPAL DE PUNTA ARENAS PARA LA EDUCACION SALUD Y AT AL MENOR;Región de Magallanes y de la Antártica;Punta Arenas;2
1237849;CORPORACION MUNICIPAL DE FOMENTO AL DESARROLLO COMUNAL Y PRODUCTIVO DE LA FLORIDA;1823994;CORPORACION MUNICIPAL DE FOMENTO AL DESARROLLO COMUNAL Y PRODUCTIVO DE LA FLORIDA;Región Metropolitana de Santiago;La Florida;1
1237853;CORPORACION DEL DEPORTE DE LA FLORIDA;1824117;CORPORACION DEL DEPORTE DE LA FLORIDA;Región Metropolitana de Santiago;La Florida;1
1238111;Administración y finanzas;1824375;CORPORACION CULTURAL DE LA REINA;Región Metropolitana de Santiago;La Reina;1
1238177;PROYECTO SEGURIDAD PROVIDENCIA;1824441;ASOCIACION DE MUNICIPIOS METROPOLITANOS PARA LA SEGURIDAD CIUDADANA;Región Metropolitana de Santiago;Providencia;1
1242028;CORPORACION SOCIAL Y CULTURA DE CONCEPCION - SEMCO;1828274;CORPORACION SOCIAL Y CULTURA DE CONCEPCION - SEMCO;;;6
1242121;Insumos Generales;7417;SERVICIO DE SALUD COQUIMBO HOSPITAL DE O;Región de Coquimbo;Ovalle;12
1242126;Ayudas Técnicas;7417;SERVICIO DE SALUD COQUIMBO HOSPITAL DE O;;;3
1242131;Insumos Clínicos Varios;7417;SERVICIO DE SALUD COQUIMBO HOSPITAL DE O;Región de Coquimbo;Ovalle;89
1250343;Economatos-Región del Maule;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región del Maule;Talca;1
1250345;Economatos-Región del Bio bío;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región del Biobío;Concepción;1
1250349;Economatos-Región de la Araucanía;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región de la Araucanía;Angol;5
1250355;Economatos-Región Metropolitana;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región Metropolitana de Santiago;San Joaquín;1
1250357;Fondos becarios - Escuela de Gendarmería;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región Metropolitana de Santiago;Santiago;2
1252675;Linea de  Curadurias;7354;CORPORACION DE ASISTENCIA JUDICIAL DE LA REGION DEL BIO BIO;Región del Biobío;Concepción;1
